,genome_id,genome_name,taxon_id,ampicillin,amoxicillin_clavulanic_acid,cefoxitin,ceftriaxone,chloramphenicol,ciprofloxacin,gentamicin,streptomycin,tetracycline,trimethoprim_sulphamethoxazole,meropenem,cefepime,ceftazidime,piperacillin_tazobactam,amikacin,ampicillin_sulbactam,cefotaxime,cefalothin,ertapenem,imipenem,levofloxacin,nitrofurantoin,tigecycline,cefazolin,aztreonam,cefuroxime,tobramycin,trimethoprim,amoxicillin,colistin,norfloxacin,sulfamethoxazole
1027,562.22689,Escherichia coli O4:H1 strain ECO0277,562,resistant,resistant,susceptible,,,susceptible,intermediate,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,intermediate,resistant,,,,
1028,562.22873,Escherichia coli O4:H1 strain ECO0306,562,resistant,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,resistant,,,,
1029,562.22725,Escherichia coli O4:H1 strain ECO0312,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1030,562.22788,Escherichia coli O4:H1 strain ECO0378,562,resistant,resistant,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1031,562.22898,Escherichia coli O4:H1 strain ECO0504,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,,,,susceptible,,,,,,susceptible,,,resistant,,,
1032,562.22928,Escherichia coli O4:H1 strain ECO0538,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,
1033,562.22932,Escherichia coli O4:H1 strain ECO0542,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1034,562.23008,Escherichia coli O4:H1 strain ECO0634,562,,resistant,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1035,562.23070,Escherichia coli O4:H1 strain ECO0706,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1036,562.23121,Escherichia coli O4:H1 strain ECO0772,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,resistant,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1037,562.23188,Escherichia coli O4:H1 strain ECO0809,562,,resistant,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1038,562.23933,Escherichia coli O4:H1 strain ECO0813,562,,resistant,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1039,562.23275,Escherichia coli O4:H1 strain ECO0921,562,,resistant,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1040,562.23430,Escherichia coli O4:H1 strain ECO0993,562,,resistant,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1041,562.23342,Escherichia coli O4:H1 strain ECO1106,562,,resistant,,,,susceptible,resistant,,,,,,susceptible,resistant,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1042,562.23392,Escherichia coli O4:H1 strain ECO1158,562,,resistant,,,,susceptible,susceptible,,,,,,susceptible,intermediate,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,resistant,,,
1043,562.23818,Escherichia coli O4:H1 strain ECO1210,562,,resistant,,,,susceptible,intermediate,,,,,,susceptible,intermediate,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,resistant,,,
1044,562.23545,Escherichia coli O4:H1 strain ECO1229,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1045,562.23544,Escherichia coli O4:H1 strain ECO1230,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1046,562.23588,Escherichia coli O4:H1 strain ECO1274,562,,resistant,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1047,562.23619,Escherichia coli O4:H1 strain ECO1334,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,
1048,562.23629,Escherichia coli O4:H1 strain ECO1350,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,resistant,,,
1049,562.23689,Escherichia coli O4:H1 strain ECO1352,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,resistant,,,
1050,562.23693,Escherichia coli O4:H1 strain ECO1377,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,
1051,562.23656,Escherichia coli O4:H1 strain ECO1387,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,
1052,562.23834,Escherichia coli O4:H1 strain ECO1412,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1053,562.23768,Escherichia coli O4:H1 strain ECO1518,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,
1054,562.23772,Escherichia coli O4:H1 strain ECO1522,562,,resistant,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1055,562.22849,Escherichia coli O4:H4 strain ECO0465,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,,,,susceptible,,,,,,susceptible,,,susceptible,,,
1056,562.23916,Escherichia coli O4:H40 strain ECO1175,562,,resistant,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1057,562.22450,Escherichia coli O4:H5 strain ECO0024,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1058,562.22535,Escherichia coli O4:H5 strain ECO0110,562,resistant,resistant,susceptible,,,susceptible,susceptible,,,,susceptible,intermediate,susceptible,susceptible,susceptible,,resistant,resistant,susceptible,,,,susceptible,,intermediate,resistant,susceptible,susceptible,,,,
1059,562.22553,Escherichia coli O4:H5 strain ECO0128,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1060,562.22696,Escherichia coli O4:H5 strain ECO0286,562,resistant,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,intermediate,susceptible,susceptible,susceptible,,resistant,resistant,susceptible,,,,susceptible,,intermediate,resistant,susceptible,susceptible,,,,
1061,562.22742,Escherichia coli O4:H5 strain ECO0332,562,resistant,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,intermediate,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,resistant,,,,
1062,562.22744,Escherichia coli O4:H5 strain ECO0334,562,resistant,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1063,562.22761,Escherichia coli O4:H5 strain ECO0352,562,resistant,resistant,susceptible,,,resistant,susceptible,,,,susceptible,susceptible,susceptible,,susceptible,,susceptible,resistant,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,intermediate,,,,
1064,562.22826,Escherichia coli O4:H5 strain ECO0427,562,resistant,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,intermediate,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1065,562.22827,Escherichia coli O4:H5 strain ECO0429,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1066,562.22839,Escherichia coli O4:H5 strain ECO0451,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,,,,susceptible,,,,,,susceptible,,,susceptible,,,
1067,562.22906,Escherichia coli O4:H5 strain ECO0514,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,,,,susceptible,,,,,,susceptible,,,susceptible,,,
1068,562.22912,Escherichia coli O4:H5 strain ECO0519,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,
1069,562.22935,Escherichia coli O4:H5 strain ECO0545,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,
1070,562.23001,Escherichia coli O4:H5 strain ECO0626,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1071,562.23151,Escherichia coli O4:H5 strain ECO0665,562,,resistant,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1072,562.23039,Escherichia coli O4:H5 strain ECO0675,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1073,562.23073,Escherichia coli O4:H5 strain ECO0709,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1074,562.23124,Escherichia coli O4:H5 strain ECO0776,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,
1075,562.23815,Escherichia coli O4:H5 strain ECO0948,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1076,562.23363,Escherichia coli O4:H5 strain ECO1006,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1077,562.23482,Escherichia coli O4:H5 strain ECO1048,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,
1078,562.23475,Escherichia coli O4:H5 strain ECO1051,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1079,562.23485,Escherichia coli O4:H5 strain ECO1059,562,,resistant,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1080,562.23408,Escherichia coli O4:H5 strain ECO1176,562,,resistant,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1081,562.23919,Escherichia coli O4:H5 strain ECO1257,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,
1082,562.23540,Escherichia coli O4:H5 strain ECO1281,562,,resistant,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,resistant,,,
1083,562.23632,Escherichia coli O4:H5 strain ECO1355,562,,resistant,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1084,562.23634,Escherichia coli O4:H5 strain ECO1359,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,
1085,562.23660,Escherichia coli O4:H5 strain ECO1394,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,
1086,562.23674,Escherichia coli O4:H5 strain ECO1411,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1087,562.23729,Escherichia coli O4:H5 strain ECO1458,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1088,562.23730,Escherichia coli O4:H5 strain ECO1459,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1089,562.22722,Escherichia coli O51:H24 strain ECO0309,562,resistant,resistant,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,resistant,susceptible,,susceptible,resistant,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,resistant,,,,
1090,562.22923,Escherichia coli O51:H34 strain ECO0532,562,,susceptible,,,,resistant,resistant,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,
1091,562.23022,Escherichia coli O54:H14 strain ECO0647,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,
1092,562.22591,Escherichia coli O54:H2 strain ECO0167,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1093,562.23042,Escherichia coli O54:H28 strain ECO0677,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,susceptible,,,
1094,562.23197,Escherichia coli O54:H45 strain ECO0819,562,,susceptible,,,,susceptible,susceptible,,,,,,susceptible,susceptible,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,resistant,,,
1095,562.22701,Escherichia coli O5:H4 strain ECO0291,562,resistant,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1096,562.23385,Escherichia coli O64:H21 strain ECO1151,562,,resistant,,,,resistant,susceptible,,,,,,susceptible,resistant,,,susceptible,,,susceptible,,,susceptible,,,resistant,,,resistant,,,
1097,562.22441,Escherichia coli O6:H1 strain ECO0014,562,resistant,resistant,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,resistant,susceptible,,susceptible,intermediate,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1098,562.22443,Escherichia coli O6:H1 strain ECO0016,562,resistant,resistant,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,intermediate,susceptible,,,,susceptible,,susceptible,resistant,susceptible,resistant,,,,
1099,562.22469,Escherichia coli O6:H1 strain ECO0044,562,resistant,resistant,susceptible,,,intermediate,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,intermediate,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1100,562.22472,Escherichia coli O6:H1 strain ECO0045,562,resistant,resistant,susceptible,,,intermediate,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,intermediate,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1101,562.22492,Escherichia coli O6:H1 strain ECO0064,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1102,562.22497,Escherichia coli O6:H1 strain ECO0070,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1103,562.22500,Escherichia coli O6:H1 strain ECO0073,562,resistant,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,intermediate,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,intermediate,,,,
1104,562.22502,Escherichia coli O6:H1 strain ECO0075,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1105,562.22504,Escherichia coli O6:H1 strain ECO0077,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1106,562.22519,Escherichia coli O6:H1 strain ECO0093,562,resistant,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,intermediate,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1107,562.22523,Escherichia coli O6:H1 strain ECO0097,562,susceptible,susceptible,susceptible,,,susceptible,intermediate,,,,susceptible,susceptible,susceptible,susceptible,intermediate,,susceptible,intermediate,susceptible,,,,susceptible,,susceptible,susceptible,intermediate,susceptible,,,,
1108,562.22525,Escherichia coli O6:H1 strain ECO0099,562,resistant,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1109,562.22528,Escherichia coli O6:H1 strain ECO0102,562,resistant,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1110,562.22530,Escherichia coli O6:H1 strain ECO0105,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1111,562.22537,Escherichia coli O6:H1 strain ECO0112,562,resistant,resistant,intermediate,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,resistant,susceptible,,,,susceptible,,susceptible,resistant,susceptible,susceptible,,,,
1112,562.22545,Escherichia coli O6:H1 strain ECO0120,562,resistant,resistant,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,resistant,susceptible,,susceptible,intermediate,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1113,562.22552,Escherichia coli O6:H1 strain ECO0127,562,resistant,resistant,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,resistant,,,,
1114,562.22574,Escherichia coli O6:H1 strain ECO0149,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1115,562.22579,Escherichia coli O6:H1 strain ECO0154,562,resistant,resistant,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,resistant,susceptible,,susceptible,intermediate,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1116,562.22581,Escherichia coli O6:H1 strain ECO0156,562,resistant,resistant,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,intermediate,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,resistant,,,,
1117,562.22587,Escherichia coli O6:H1 strain ECO0162,562,resistant,resistant,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,resistant,susceptible,,susceptible,intermediate,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,resistant,,,,
1118,562.22592,Escherichia coli O6:H1 strain ECO0168,562,resistant,resistant,intermediate,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,resistant,susceptible,,susceptible,intermediate,susceptible,,,,susceptible,,susceptible,resistant,susceptible,susceptible,,,,
1119,562.22594,Escherichia coli O6:H1 strain ECO0170,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1120,562.22603,Escherichia coli O6:H1 strain ECO0179,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1121,562.22606,Escherichia coli O6:H1 strain ECO0182,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1122,562.22712,Escherichia coli O6:H1 strain ECO0197,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1123,562.22615,Escherichia coli O6:H1 strain ECO0200,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1124,562.22623,Escherichia coli O6:H1 strain ECO0208,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1125,562.22624,Escherichia coli O6:H1 strain ECO0209,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1126,562.22634,Escherichia coli O6:H1 strain ECO0221,562,resistant,resistant,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,intermediate,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,resistant,,,,
1127,562.22638,Escherichia coli O6:H1 strain ECO0225,562,resistant,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1128,562.22656,Escherichia coli O6:H1 strain ECO0242,562,resistant,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1129,562.22684,Escherichia coli O6:H1 strain ECO0273,562,resistant,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,intermediate,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1130,562.22702,Escherichia coli O6:H1 strain ECO0292,562,resistant,resistant,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1131,562.22704,Escherichia coli O6:H1 strain ECO0294,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1132,562.22714,Escherichia coli O6:H1 strain ECO0299,562,resistant,resistant,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,intermediate,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,resistant,,,,
1133,562.22738,Escherichia coli O6:H1 strain ECO0328,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1134,562.22745,Escherichia coli O6:H1 strain ECO0335,562,resistant,resistant,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,resistant,susceptible,,susceptible,resistant,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1135,562.22759,Escherichia coli O6:H1 strain ECO0350,562,resistant,resistant,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,resistant,susceptible,,susceptible,resistant,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1136,562.22769,Escherichia coli O6:H1 strain ECO0360,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,resistant,,,,
1137,562.22774,Escherichia coli O6:H1 strain ECO0368,562,resistant,resistant,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,resistant,susceptible,,susceptible,resistant,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1138,562.22790,Escherichia coli O6:H1 strain ECO0386,562,susceptible,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1139,562.22800,Escherichia coli O6:H1 strain ECO0398,562,resistant,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,intermediate,susceptible,,,,susceptible,,susceptible,resistant,susceptible,susceptible,,,,
1140,562.22816,Escherichia coli O6:H1 strain ECO0415,562,resistant,resistant,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1141,562.22818,Escherichia coli O6:H1 strain ECO0417,562,resistant,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
1142,562.22819,Escherichia coli O6:H1 strain ECO0418,562,resistant,susceptible,susceptible,,,susceptible,susceptible,,,,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,intermediate,susceptible,,,,susceptible,,susceptible,susceptible,susceptible,susceptible,,,,
