,genome_id,genome_name,taxon_id,amoxicillin_clavulanic_acid,ampicillin,azithromycin,cefoxitin,ceftiofur,chloramphenicol,ciprofloxacin,gentamicin,kanamycin,nalidixic_acid,streptomycin,sulfonamides,tetracycline,trimethoprim_sulphamethoxazole,spectinomycin,trimethoprim,ceftazidime,ceftriaxone,sulfisoxazole,netilmicin,cephalosporins,furazolidone
703,28901.8578,Salmonella enterica strain CVM N31834,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
704,28901.8579,Salmonella enterica strain CVM N31835,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
705,28901.8580,Salmonella enterica strain CVM N31836,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,susceptible,susceptible,,,
706,28901.8581,Salmonella enterica strain CVM N31837,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
707,28901.8582,Salmonella enterica strain CVM N31838,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
708,28901.8583,Salmonella enterica strain CVM N31839,28901,resistant,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,resistant,susceptible,,,
709,28901.8584,Salmonella enterica strain CVM N31840,28901,resistant,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,,susceptible,susceptible,,susceptible,susceptible,,,,resistant,susceptible,,,
710,28901.8585,Salmonella enterica strain CVM N31841,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
711,28901.8586,Salmonella enterica strain CVM N31842,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
712,28901.8587,Salmonella enterica strain CVM N31845,28901,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,resistant,,,
713,28901.8588,Salmonella enterica strain CVM N32039,28901,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
714,28901.8589,Salmonella enterica strain CVM N32040,28901,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
715,28901.8590,Salmonella enterica strain CVM N32041,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
716,28901.8591,Salmonella enterica strain CVM N32043,28901,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
717,28901.8592,Salmonella enterica strain CVM N32044,28901,resistant,resistant,susceptible,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,resistant,resistant,,,
718,28901.8593,Salmonella enterica strain CVM N32046,28901,resistant,resistant,susceptible,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,resistant,resistant,,,
719,28901.8594,Salmonella enterica strain CVM N32047,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,susceptible,resistant,,,
720,28901.8595,Salmonella enterica strain CVM N32049,28901,resistant,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,resistant,resistant,,,
721,28901.8596,Salmonella enterica strain CVM N32050,28901,resistant,resistant,susceptible,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,resistant,resistant,,,
722,28901.8597,Salmonella enterica strain CVM N32054,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,susceptible,resistant,,,
723,28901.8598,Salmonella enterica strain CVM N32057,28901,resistant,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,resistant,resistant,,,
724,28901.8599,Salmonella enterica strain CVM N32058,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
725,28901.8600,Salmonella enterica strain CVM N32059,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,,resistant,susceptible,,,,susceptible,resistant,,,
726,28901.8601,Salmonella enterica strain CVM N32060,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
727,28901.8602,Salmonella enterica strain CVM N32061,28901,resistant,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,,susceptible,susceptible,,resistant,susceptible,,,,resistant,resistant,,,
728,28901.8603,Salmonella enterica strain CVM N32062,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
729,28901.8604,Salmonella enterica strain CVM N32063,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,resistant,,susceptible,susceptible,,,,susceptible,resistant,,,
730,28901.8605,Salmonella enterica strain CVM N32746,28901,resistant,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,resistant,susceptible,,,
731,28901.8606,Salmonella enterica strain CVM N32747,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
732,28901.8607,Salmonella enterica strain CVM N32748,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
733,28901.8608,Salmonella enterica strain CVM N32749,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
734,28901.8609,Salmonella enterica strain CVM N32751,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
735,28901.8610,Salmonella enterica strain CVM N32752,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
736,28901.8611,Salmonella enterica strain CVM N32753,28901,resistant,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,resistant,susceptible,,,
737,28901.8612,Salmonella enterica strain CVM N32756,28901,resistant,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,resistant,susceptible,resistant,,resistant,susceptible,,,,resistant,susceptible,,,
738,28901.8613,Salmonella enterica strain CVM N32757,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
739,28901.8614,Salmonella enterica strain CVM N32758,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
740,28901.8615,Salmonella enterica strain CVM N32759,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
741,28901.8616,Salmonella enterica strain CVM N32760,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
742,28901.8617,Salmonella enterica strain CVM N32761,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
743,28901.8618,Salmonella enterica strain CVM N32762,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
744,28901.8619,Salmonella enterica strain CVM N32764,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,resistant,susceptible,,,,susceptible,susceptible,,,
745,28901.8620,Salmonella enterica strain CVM N32765,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
746,28901.8621,Salmonella enterica strain CVM N32766,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
747,28901.8622,Salmonella enterica strain CVM N32767,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
748,28901.8623,Salmonella enterica strain CVM N32768,28901,resistant,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,resistant,susceptible,resistant,,resistant,susceptible,,,,resistant,resistant,,,
749,28901.8624,Salmonella enterica strain CVM N32769,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,resistant,,,
750,28901.8625,Salmonella enterica strain CVM N32770,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
751,28901.8626,Salmonella enterica strain CVM N32771,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
752,28901.8627,Salmonella enterica strain CVM N32774,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,resistant,,,
753,28901.8628,Salmonella enterica strain CVM N32776,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
754,28901.8629,Salmonella enterica strain CVM N32777,28901,resistant,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,resistant,susceptible,,,
755,28901.8630,Salmonella enterica strain CVM N32778,28901,resistant,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,resistant,susceptible,resistant,,resistant,susceptible,,,,resistant,resistant,,,
756,28901.8631,Salmonella enterica strain CVM N32780,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
757,28901.8632,Salmonella enterica strain CVM N32784,28901,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,susceptible,susceptible,,,,susceptible,susceptible,,,
758,28901.8633,Salmonella enterica strain CVM N32785,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,susceptible,susceptible,,,,susceptible,susceptible,,,
759,28901.8634,Salmonella enterica strain CVM N32786,28901,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,susceptible,susceptible,,,,susceptible,susceptible,,,
760,28901.8635,Salmonella enterica strain CVM N32787,28901,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,susceptible,susceptible,,,,susceptible,susceptible,,,
761,28901.8636,Salmonella enterica strain CVM N32789,28901,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,susceptible,susceptible,,,,susceptible,susceptible,,,
762,28901.8637,Salmonella enterica strain CVM N32790,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,susceptible,susceptible,,,,susceptible,susceptible,,,
763,28901.8638,Salmonella enterica strain CVM N35516,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
764,28901.8639,Salmonella enterica strain CVM N35517,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,resistant,,susceptible,susceptible,,,,susceptible,resistant,,,
765,28901.8640,Salmonella enterica strain CVM N35518,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
766,28901.8641,Salmonella enterica strain CVM N35519,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,susceptible,resistant,,,
767,28901.8642,Salmonella enterica strain CVM N37894,28901,resistant,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,resistant,susceptible,,,
768,28901.8643,Salmonella enterica strain CVM N37895,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
769,28901.8644,Salmonella enterica strain CVM N37896,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,susceptible,resistant,,,
770,28901.8645,Salmonella enterica strain CVM N37897,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,susceptible,resistant,,,
771,28901.8646,Salmonella enterica strain CVM N37898,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
772,28901.8647,Salmonella enterica strain CVM N37899,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
773,28901.8648,Salmonella enterica strain CVM N37900,28901,resistant,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,resistant,susceptible,,,
774,28901.8649,Salmonella enterica strain CVM N37901,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
775,28901.8650,Salmonella enterica strain CVM N37902,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
776,28901.8651,Salmonella enterica strain CVM N37903,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
777,28901.8652,Salmonella enterica strain CVM N37904,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
778,28901.8653,Salmonella enterica strain CVM N37905,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
779,28901.8654,Salmonella enterica strain CVM N37906,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,susceptible,susceptible,,,
780,28901.8655,Salmonella enterica strain CVM N37908,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
781,28901.8656,Salmonella enterica strain CVM N37909,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
782,28901.8657,Salmonella enterica strain CVM N37911,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,susceptible,resistant,,,
783,28901.8658,Salmonella enterica strain CVM N37912,28901,resistant,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,resistant,resistant,,,
784,28901.8659,Salmonella enterica strain CVM N37913,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
785,28901.8660,Salmonella enterica strain CVM N37915,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
786,28901.8661,Salmonella enterica strain CVM N37916,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
787,28901.8662,Salmonella enterica strain CVM N37919,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
788,28901.8664,Salmonella enterica strain CVM N37920,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
789,28901.8663,Salmonella enterica strain CVM N37921,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
790,28901.8665,Salmonella enterica strain CVM N37922,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
791,28901.8666,Salmonella enterica strain CVM N37923,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
792,28901.8667,Salmonella enterica strain CVM N37924,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
793,28901.8668,Salmonella enterica strain CVM N37926,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,susceptible,susceptible,,,
794,28901.8669,Salmonella enterica strain CVM N37927,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
795,28901.8671,Salmonella enterica strain CVM N37928,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
796,28901.8670,Salmonella enterica strain CVM N37929,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
797,28901.8672,Salmonella enterica strain CVM N37930,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
798,28901.8673,Salmonella enterica strain CVM N37932,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,susceptible,resistant,,,
799,28901.8674,Salmonella enterica strain CVM N37933,28901,resistant,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,resistant,resistant,,,
800,28901.8675,Salmonella enterica strain CVM N37934,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,susceptible,resistant,,,
801,28901.8676,Salmonella enterica strain CVM N37935,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,intermediate,susceptible,susceptible,susceptible,,resistant,susceptible,,,,susceptible,resistant,,,
802,28901.8677,Salmonella enterica strain CVM N37936,28901,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,resistant,,,
803,28901.8678,Salmonella enterica strain CVM N37937,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,susceptible,susceptible,,,
804,28901.8679,Salmonella enterica strain CVM N37939,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,susceptible,resistant,,,
805,28901.8680,Salmonella enterica strain CVM N37940,28901,resistant,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,resistant,resistant,,,
806,28901.8681,Salmonella enterica strain CVM N37942,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
807,28901.8682,Salmonella enterica strain CVM N37943,28901,resistant,resistant,susceptible,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,resistant,resistant,,,
808,28901.8683,Salmonella enterica strain CVM N37944,28901,resistant,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,,susceptible,susceptible,,resistant,susceptible,,,,resistant,resistant,,,
809,28901.8684,Salmonella enterica strain CVM N37945,28901,resistant,resistant,susceptible,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,resistant,resistant,,,
810,28901.8685,Salmonella enterica strain CVM N37946,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,susceptible,susceptible,,,,susceptible,resistant,,,
811,28901.8686,Salmonella enterica strain CVM N37947,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
812,28901.8687,Salmonella enterica strain CVM N37948,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
813,28901.8688,Salmonella enterica strain CVM N37949,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,resistant,,,
814,28901.8689,Salmonella enterica strain CVM N38187,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
815,28901.8690,Salmonella enterica strain CVM N38188,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
816,28901.8691,Salmonella enterica strain CVM N38230,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
817,28901.8692,Salmonella enterica strain CVM N38231,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
818,28901.8693,Salmonella enterica strain CVM N38233,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
819,28901.8694,Salmonella enterica strain CVM N38235,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
820,28901.8695,Salmonella enterica strain CVM N38239,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
821,28901.8696,Salmonella enterica strain CVM N38242,28901,resistant,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,,resistant,susceptible,,,,resistant,resistant,,,
822,28901.8697,Salmonella enterica strain CVM N38245,28901,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
823,28901.8698,Salmonella enterica strain CVM N38246,28901,intermediate,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
824,28901.8699,Salmonella enterica strain CVM N38846,28901,resistant,resistant,susceptible,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,resistant,susceptible,,,,resistant,resistant,,,
825,28901.8700,Salmonella enterica strain CVM N38847,28901,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,resistant,,susceptible,susceptible,,,,susceptible,resistant,,,
826,28901.8701,Salmonella enterica strain CVM N38849,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
827,28901.8702,Salmonella enterica strain CVM N38850,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
828,28901.8703,Salmonella enterica strain CVM N38852,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,resistant,susceptible,,,,susceptible,susceptible,,,
829,28901.8704,Salmonella enterica strain CVM N38853,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
830,28901.8705,Salmonella enterica strain CVM N38854,28901,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,,,,susceptible,susceptible,,,
